handle,ens_name,wallet,source,
tzhongg,"tzhongg.eth
",,https://twitter.com/capitalxyz/status/1481687607255965698,
dunkhippo33,Elizabethyin.ETH,,https://twitter.com/capitalxyz/status/1481687607255965698,
allseeingseneca,allseeingseneca.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
blader,blader.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
sethbannon,sethbannon.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
thatchriskelly,ckelly.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
marckohlbrugge,bankrupt.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
sferik,sferik.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
nickducoff,stoic.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
skeevis,Zviband.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
Verite,Verite.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
jasonmaestas,jasonmaestas.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
ok,brendanlim.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
tcburning,tcburning.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
km,kanyi.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
myfriendjanine,Myfriendjanine.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
phineyes,phin.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
briansugar,briansugar.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
brendangahan,brendangahan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
Ya_Tseen,yatseen.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
HarrisJosh,HarrisJosh.ETH,,https://twitter.com/capitalxyz/status/1481687607255965698,
LukesBeard,lukebeard.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
commagere,commagere.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
benln,benlang.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
Muddawg,muddawg.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
DearFranny,francescahogi.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
tod,sacerdoti.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
itstimconnors,timc.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
RaviVora,vora.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
PimDeWitte,Trimmingarmor.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
cjbaran,cjbaran.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
craigwilson,cdubz.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
joshuaJcohen,joshuajcohen.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
tfadp,Danporter.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
nifinet,nifinet.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
andrewtothemoon,Ezco.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
jakeschwartz,jakeschwartz.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
RiskReversal,riskreversal.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
fitztepper,fitz.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
aadil,Bandukwala.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JamesCollinsPN,jcollins.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
ellie,elliewheeler.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
MattPRD,mattprd.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
nickprd,nickcrocker.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
overtime,Overtime.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JacksonSteger,Steger.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
travpreneur,wagmiarmy.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
0xJoshuaSL,0xJoshua.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
AntonioGaryJr,antoniogaryjr.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
menemazarakis,menelaos.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
kellykim_xyz,kellykim.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
DawsonBotsford,daws.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
chinol3x,chino.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
tiagosada,tiago.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
fkpxls,fkpxls.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
parkerhendo,parkerhendo.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
chiajy2000,Vcmemes.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
0xjenil,jenil.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
zach__davidson,zachdavidson.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
EthMattie,mattie.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
gradywellsbot,grady.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
thegarrettscott,garrettscott.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
maikaisogawa,mii.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
patrickxrivera,patrickxrivera.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
burnsy_eth,burnsy.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
Bfaviero,PARTYROUND.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
roxinekee_,roxine.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
AkshajJois,Akshaj.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
algergawi,mishaal.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
antavedissian,antari.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
Khrippex,erictong.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
0xedenau,edenau.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
kassenq,kassen.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
mitchellbwright,bigbeardy.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
feralchain,feralchain.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
logonaut,logonaut.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
marckohlbrugge,bankrupt.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
RiskReversal,riskreversal.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
sadlyoddisfying,beanboy.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
ValidatorEth,validator.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
sullydoesitall,RyanSolomon.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
lennysan,lennysan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
netspencer,netspencer.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
EricJorgenson,ericjorgenson.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
amphib0ly,amphiboly.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
garypalmerjr,garypalmerjr.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
gilly,gilzilla.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
vishalkgupta,Vkg.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JonathanHillis,hillis.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
bryan_linton,blinton.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
tanthaip,tanthai.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
amaan_eth,amaan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
chiajy2000,Vcmemes.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
iamjasonlevin,jasonlevin.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
ExistentialEnso,ExistentialEnso.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
billyoxley15,valleyboy.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
thisiswenzel,w3nzel.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
GeorgeHristov7,Hertzov.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
edchucation,lucaschu.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
_ali_taylor,alitaylor.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
jdbb,,0xea1bf2A0b45ED328a52a4aa3744669f6Ae525866,https://twitter.com/capitalxyz/status/1481687607255965698,
kassenq,kassen.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JuliaLipton,Julialipton.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
parkerhendo,parkerhendo.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
bnj,bensouth.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
WizLikeWizard,wizlikewizard.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
chiefgayofficer,gefen.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JamesZmSun,Jamessun.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
justinbleich,notjustin.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
milesjennings,milesjennings.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
seanmcdonaldxyz,seanmcdonald.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
DawsonBotsford,daws.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
infi1trate,infi1trate.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
gabrielhaines,haines.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
gabrielhaines,machetes.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
saranormous,sarahguo.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
ChrisLyons,chrislyons.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
liamherbst_,herbst.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
jasonacurry,jasoncurry.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
_jamico,Jamico.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
zawwarkhan_,Zawwar.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
JasonHitchcock,Jasonh.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
andruyeung,Imandrew.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
storycojustin,distorcean.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
storycojustin,Storycojustin.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
lennysan,lennysan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
bvalosek,bvalosek.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
htormey,Tormey.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
charliejliao,charlieliao.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
netspencer,netspencer.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
suji_yan,sujiyan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
oceanfrontapt,chatsight.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
wassiecapital,wassiecapital.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
BrandonFerrick,brandonf.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
andrewztan,andrewtan.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
aventurine_eth,adventurine.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
aventurine_eth,adventurine.9dcc.eth,,https://twitter.com/capitalxyz/status/1481687607255965698,
iamsamitpatel,iamsamitpatel.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
OnlyBandzNFT,Onlybandz.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
yddubla,iloveweedalot.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
mesteiralETH,,0xe4b190095eb571ce99fF81EdA45CC5b6Edf3E08c,https://twitter.com/machibigbrother/status/1629902196568649729,
mrjjt,isupport.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
sickoseysill,seysill.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Alan_Sandao,Kyten.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
BLiZzABLaZEe,blazee.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
rangichan,rangiku.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TKBushleaguer,Tkb.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
3orovik,borovik.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
CryptoG00F,cryptogoof.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TexasHODLcro,Texashodl.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Really_Hamilton,reallycoolguy.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
zesty_degen36,,0x3Ffc39b1bD417603A03b158E1ea5e94FaE2AB159,https://twitter.com/machibigbrother/status/1629902196568649729,
NftPjc,,0x9A5D7e6dC8e35ea8C5136Ce65D2A40667337FF65,https://twitter.com/machibigbrother/status/1629902196568649729,
letency,,0xa5046Aef4Ee8F0481A9B160300453f1BDF6Eb268,https://twitter.com/machibigbrother/status/1629902196568649729,
erickmlz2307,melendezholdings.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
willpowered_eth,willpowered.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TheKANYEZ,,0x8045C1D5836AA5feeCC8F01111476BD3e5D47Af4,https://twitter.com/machibigbrother/status/1629902196568649729,
InctubeTweets,Inctube.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
REX_SWOOSH,Dotswooshgod.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0gbobbyEth,Porn-god.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
ninerpride_eth,blurfarming.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0xMaestro,ilmaestro.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
KathedralAI,Kathedral.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
NFTBerks,Berks.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
NFTBerks,LordKing.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Ramon_Pablo23,Ramdawg.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
SwegServices,Sweg.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
web3golfer,,0x85B0Acce5798bEAf27FEBe56572D7567b06c4B07,https://twitter.com/machibigbrother/status/1629902196568649729,
mastaGinxx,ginxx.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0xTaingy,taingy.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Tiptoen3,Chaosdeeds.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
thedeeptrees,thedeeptrees.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Nicofeine_GG,Nicofeine.nft,,https://twitter.com/machibigbrother/status/1629902196568649729,
Individualx_,John000.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
1dab.eth,Tiptoen3,,https://twitter.com/machibigbrother/status/1629902196568649729,
pugsandcrypto,Pugsandcrypto.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
washedplate,Washedplate.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
SolarSoundWave,Zensolar.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
mast3r0fc0in,MaSt3r0fC0in.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
CarlosSpacetime,w0jack.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
jgor2,Z26.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
b00_eth,Kingb00.eth ,,https://twitter.com/machibigbrother/status/1629902196568649729,
BadMommyNFT,,0xf95db271Df78fbccBa31a08ABF6f32f452b6EeD3,https://twitter.com/machibigbrother/status/1629902196568649729,
SOLizardKing,,0xb8c5F88189e56cb8865711aFa06dfd68D96E4AFA,https://twitter.com/machibigbrother/status/1629902196568649729,
dippoNFT,dippo.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
toom_inc,toominc.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
LeonardoDeNFTs,Joketh.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
SpaceForceMajor,spaceforthmajor.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
kriptokeeper,inkin.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
realismtripp1,realismtripp.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
CKrysis,Krysis.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TalentedmrRicke,talentedmrricke.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
UsuallyDopeSVSC,usuallydope.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
SwegServices,Sweg.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
washedplate,washedplate.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TalentedmrRicke,talentedmrricke.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
mastaGinxx,ginxx.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Tiptoen3,Chaosdeeds.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
thedeeptrees,thedeeptrees.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Nicofeine_GG,Nicofeine.nft,,https://twitter.com/machibigbrother/status/1629902196568649729,
Tiptoen3,1dab.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0xFernandeS,,0x9bA127066bD876599497Fe604fB6F2099e70D563,https://twitter.com/machibigbrother/status/1629902196568649729,
legendarydegn,Webfri3nds.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0xGonna,100st.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
BySamNunez,,0xbEba4D9C59F790B7AC4bEfF12572b8171ff3a0dD,https://twitter.com/machibigbrother/status/1629902196568649729,
bcrypto.eth,Bcrypto.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
kandiiXkitten,kandii.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Jackpotjb777,,0x6fE18B15E7ac6D43B30a7EAB2F75C31D51Dc41aA,https://twitter.com/machibigbrother/status/1629902196568649729,
notbraggasnorus,,0x37d0e7804c60ca1f41baf6fd79507c1ccc0aa389,https://twitter.com/machibigbrother/status/1629902196568649729,
timredondo,,0x5fc3490503451bc4712af5b253871e021f1d3822,https://twitter.com/machibigbrother/status/1629902196568649729,
Bread_Giver,LOFOH.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Andrea__Zero,andreazero.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
el_valiente787,elvaliente787.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
BarneyESQ_,95351.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
neokr16,ogcreepz.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Jacksy_eth,Jacksy.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
metaverse456,vivekarora.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
AvaxArrogant,Avalancher.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
luisdotarts,,0xB0FB8Ac169B2bA818AE72E4221d463Cd6F14cC42,https://twitter.com/machibigbrother/status/1629902196568649729,
ItsBeatleBihh,,0xAac2ccD16fd4a96a13aD35B10E41DBeA9760D36A,https://twitter.com/machibigbrother/status/1629902196568649729,
TheRoaringKitti,,0xFc007c487315CcB201b4A51B605ADec189049658,https://twitter.com/machibigbrother/status/1629902196568649729,
Ahmad_W__,,0x174916DD21FF0E8A146b2b73f83B7935d1965126,https://twitter.com/machibigbrother/status/1629902196568649729,
EL19870305,elverse.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TycoonPal,,0xA20677779918e733057b6CA1E0895B23ce17534d,https://twitter.com/machibigbrother/status/1629902196568649729,
cryptobasicbnb,,0x8999798C74f912b313FBB007042b6278216e21D5,https://twitter.com/machibigbrother/status/1629902196568649729,
themachine500,Mach500.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
GSKNNFT,gsknnft.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
0xvino,,0xe094F812F3def4C98BAB5F3c0e67Bc8b2f8719E6,https://twitter.com/machibigbrother/status/1629902196568649729,
SmoothestofThem,adrenachrome.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
ApexRyon,,0xFB9cF8A3E2Aaf93C57ed1B347407cD6B82a6235B,https://twitter.com/machibigbrother/status/1629902196568649729,
KCYCK27,0xhkd.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
DefiApeSuporter,,0x715E46e4bC46B20ba23369fb3D6030c8C32e696F,https://twitter.com/machibigbrother/status/1629902196568649729,
BDonutsEth,metawanderer.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
MaarrrkkkkmyWrd,,0xc6a88b125D2c888231c697059995F15e4D234c50,https://twitter.com/machibigbrother/status/1629902196568649729,
CrTpYo,,0x75b0d9BB7e6cdbD8F13801ff694D3F95336594dB,https://twitter.com/machibigbrother/status/1629902196568649729,
calicocandie,Candieland.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
awakenjian,awakenjian.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
solana_dave2,,0x2dA74225Bd2c1B7500BD27106b87BB998c4890b6,https://twitter.com/machibigbrother/status/1629902196568649729,
tuffanuff_eth,,0xCD10eDdF3fA643fE5802e70a24671C7F3BB169b4,https://twitter.com/machibigbrother/status/1629902196568649729,
HerediaNFT,,0xDba7Ac11a6739B7E0012d86b2Ee758c750c2B67d,https://twitter.com/machibigbrother/status/1629902196568649729,
SOL_Akumaa,,0x3354196aD199CCf033C6f90b131C14f29BA1d329,https://twitter.com/machibigbrother/status/1629902196568649729,
Dvs1LE,Dvs1.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
561650167Mi,,0x9692B999Aa71E3B460DE6A8377eB49815afe4BE3,https://twitter.com/machibigbrother/status/1629902196568649729,
resu_sol,,0x10edbccbE9B4f373aD233E5CE8e8984EAab23B81,https://twitter.com/machibigbrother/status/1629902196568649729,
1S0L0,1solo.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
pparkdd,,0xf28A449b4504aa996f54ddf5F698c3c8A48D6dC5,https://twitter.com/machibigbrother/status/1629902196568649729,
Diamondshots21,Diamondshots.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Marshmalloodle,,0x65C2C3fB27C089dB14DF13845336183b1A3F74B9,https://twitter.com/machibigbrother/status/1629902196568649729,
PhDee,SHOKRAN.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
SchornyGP,cryptokartell.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
leiane1,Leiane.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
YnwaATAT,minlaw.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
klirphy,,0x9e165350dAFdE5FaFa5EDE15E52Eb1a578227264,https://twitter.com/machibigbrother/status/1629902196568649729,
DonjiKent,,0xc8c580aCAFe4b88c322ceb2a4bE2a7663Fff4176,https://twitter.com/machibigbrother/status/1629902196568649729,
Djedi_Eth,,0xA9e298775fd3c07DB801C901a19c778563812C68,https://twitter.com/machibigbrother/status/1629902196568649729,
yofavNFTDegen,,0xF66FD539b9Ad622A38C3367F8f303aE6D2fdea54,https://twitter.com/machibigbrother/status/1629902196568649729,
